GRAIN_YIELD:(t/ha):avg,country,SOWING_DATE:(date),HARVEST_STARTING_DATE:(date),GPS Altitude:(integer),GPS Latitude (Decimal),GPS Longitude (Decimal)
5.55552,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
5.509225,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
5.43978,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
5.43978,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
5.32404,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
5.2083,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
5.080985,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.97682,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.74534,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.699045,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.6296,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.583305,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.53701,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.537005,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.51386,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.467565,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.444415,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.39812,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.328675,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.28238,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.236085,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.212935,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.212935,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.18979,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
4.120345,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.912015,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.796275,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.79627,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.773125,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.72683,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.72683,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.657385,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.58794,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.58794,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.56479,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.518495,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.425905,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.41433,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.37961,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.28702,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.287015,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.24072,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.24072,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.21757,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
3.078685,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
2.87035,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
2.40739,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
2.29165,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,-9.216666666666667
6.927945,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
6.565215,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
6.427955,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
6.396915,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
6.14692,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
6.050515,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.929605,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.92307,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.88712,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.829935,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.702485,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.682875,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.65837,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.604445,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.51458,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.48027,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.449225,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.408375,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.408375,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.39367,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.383865,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.289095,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.24498,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.18289,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.16655,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.12897,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.127335,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.1159,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.076685,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.048905,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.042375,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
5.039105,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.990085,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.91819,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.870805,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.81852,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.79728,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.7597,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.72375,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.718845,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.697605,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.668195,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.61591,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.61101,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.52604,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.47866,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.416565,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.400225,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.398595,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
4.138795,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,-9.216666666666667
=======
10.2373,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
9.71569,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
9.59832,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
9.5592,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
9.53312,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
9.45487,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
9.24621,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
9.20709,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
9.07667,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
8.94626,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
8.94626,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
8.8941,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
8.86802,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
8.77673,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
8.60719,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
8.52894,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
8.47678,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
8.46374,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
8.32028,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
8.25508,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
8.18987,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.99426,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.98122,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.95513,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.94209,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.70735,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.69431,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.49869,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.47261,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.4074,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.38132,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.36828,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.31611,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.31611,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.22482,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.21178,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
7.17266,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
6.97704,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
6.93792,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
6.91184,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
6.87271,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
6.83359,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
6.82055,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
6.78142,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
6.7423,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
6.41627,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
6.40323,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
5.49035,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
5.22952,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
4.62963,GERMANY,Mar 10 2015,Aug  5 2015,407.0,48.71666666666667,8.783333333333333
6.82866,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
5.787,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
5.55552,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
5.509225,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
5.43978,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
5.43978,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
5.32404,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
5.2083,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
5.080985,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.97682,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.74534,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.699045,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.6296,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.583305,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.53701,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.537005,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.51386,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.467565,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.444415,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.39812,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.328675,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.28238,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.236085,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.212935,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.212935,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.18979,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
4.120345,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.912015,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.796275,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.79627,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.773125,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.72683,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.72683,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.657385,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.58794,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.58794,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.56479,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.518495,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.425905,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.41433,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.37961,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.28702,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.287015,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.24072,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.24072,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.21757,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
3.078685,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
2.87035,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
2.40739,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
2.29165,GERMANY,Mar 16 2011,Aug 11 2011,407.0,48.71666666666667,8.783333333333333
6.927945,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
6.565215,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
6.427955,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
6.396915,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
6.14692,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
6.050515,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.929605,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.92307,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.88712,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.829935,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.702485,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.682875,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.65837,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.604445,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.51458,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.48027,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.449225,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.408375,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.408375,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.39367,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.383865,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.289095,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.24498,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.18289,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.16655,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.12897,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.127335,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.1159,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.076685,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.048905,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.042375,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
5.039105,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.990085,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.91819,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.870805,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.81852,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.79728,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.7597,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.72375,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.718845,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.697605,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.668195,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.61591,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.61101,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.52604,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.47866,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.416565,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.400225,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.398595,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
4.138795,GERMANY,Mar 19 2003,Jul 25 2003,407.0,48.71666666666667,8.783333333333333
>>>>>>> 6daef3d (Fixing the latitud error)
5.89129,NORTH KOREA,Mar 23 2018,Jul  5 2018,70.0,39.38333333333333,126.01666666666667
5.37451,NORTH KOREA,Mar 23 2018,Jul  5 2018,70.0,39.38333333333333,126.01666666666667
4.03088,NORTH KOREA,Mar 23 2018,Jul  5 2018,70.0,39.38333333333333,126.01666666666667
3.87585,NORTH KOREA,Mar 23 2018,Jul  5 2018,70.0,39.38333333333333,126.01666666666667
3.720815,NORTH KOREA,Mar 23 2018,Jul  5 2018,70.0,39.38333333333333,126.01666666666667
3.61746,NORTH KOREA,Mar 23 2018,Jul  5 2018,70.0,39.38333333333333,126.01666666666667
7.08329,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
6.45829,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
6.180515,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
6.11107,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
6.11107,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
6.11107,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
6.00691,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.90274,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.90274,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.833295,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.798575,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.798575,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.76385,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.76385,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.659685,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.624965,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.624965,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.59024,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.55552,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.55552,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.5208,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.486075,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.451355,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.451355,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.45135,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.41663,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.38191,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.347185,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
5.312465,SERBIA,Mar 26 2010,Jul 11 2010,84.0,45.05,19.133333333333333
